date,우산,우비,크록스,써큘레이터,에어컨,선풍기,닭가슴살,방향제,텀블러,보조배터리,사과,탄산수,텐트,자전거,무선청소기,에어프라이어,모기퇴치제,캡슐세제,매트리스,전신거울,칫솔,청바지,우산꽃이,신발건조기,우산비닐,물받이,옷걸이,장갑,모기장,원피스,담요,라면,스마트폰,핸드폰케이스,그립톡,요가매트,샴푸,덤벨
2023-03-13,13.45022,15.57401,44.34805,11.11012,27.49352,6.90961,90.77438,60.99953,81.97211,71.35635,90.70457,79.40915,70.47434,53.94747,67.77625,86.15209,19.05444,66.52152,93.03057,75.09995,90.8349,80.6147,26.33136,78.84471,10,61.2,81.90764,89.3617,11.67315,75.87138,71.91011,83.33333,75.0766,86.07472,43.44708,82.08568,83.63543,97.47652
2023-03-14,13.0316,25.08157,42.68803,17.24412,26.57172,11.10137,96.70132,63.24147,83.93094,89.78284,100,85.16986,68.75121,57.37196,76.58141,100,18.48137,63.90904,100,90.22656,100,85.77742,22.4852,57.53938,15.1923,63.6,78.82286,83.82978,11.46091,82.96075,100,89.36567,74.56588,100,50.75996,89.90112,98.20451,99.64788
2023-03-15,11.12661,16.70127,41.48652,11.09245,24.88865,5.19042,94.10221,58.66417,67.29747,72.70202,85.48589,68.98079,60.27105,54.07918,58.94181,65.81157,17.04871,56.84567,66.22077,67.25899,76.17702,79.99196,19.23076,44.78619,8.84615,60.8,64.78046,89.07801,11.05412,72.75184,63.70786,72.73009,70.88866,84.73233,42.72058,72.85781,71.28932,100
2023-03-16,9.02141,14.58024,36.37437,11.27806,23.02433,6.15623,77.4485,64.22232,70.70606,70.43787,97.27075,64.75627,57.5605,51.78585,61.7825,82.37608,19.77077,62.6028,75.2473,61.55042,83.49026,74.92969,10.65088,43.36084,6.92307,46,66.02952,95.46099,11.51397,65.57801,67.97752,78.29601,72.62512,90.84586,45.08173,75.82391,79.17236,87.20657
2023-03-17,6.98295,9.80421,28.78299,4.58723,21.10305,2.96533,52.7157,47.26763,49.18105,42.70558,51.3532,60.62038,47.93804,43.02316,41.37055,51.90314,14.18338,37.25205,47.14478,51.53265,43.97363,70.65086,13.01775,30.90772,6.15384,51.6,45.66616,83.26241,8.50725,52.46353,47.41573,72.51243,69.15219,64.67734,36.65041,50.65913,41.86046,68.48591
2023-03-18,5.62397,8.60278,32.5374,4.25136,21.30502,3.10987,42.0958,43.20411,45.23019,40.06407,43.11978,66.58788,54.94675,58.54962,41.21436,51.23723,10.74498,43.05757,50.2473,50.33318,40.23854,80.15267,5.02958,28.65716,3.46153,29.2,46.99091,58.29787,7.95896,59.7725,46.23595,75.68407,63.32992,78.84522,39.93882,43.97363,38.73119,71.7723
2023-03-19,7.04968,10.05636,39.15335,7.62771,23.9306,3.79974,56.74795,53.01261,55.72155,48.19508,54.96174,81.62481,83.17521,89.31587,52.57711,60.03026,13.61031,50.41122,59.88084,61.86139,51.88323,91.42225,8.87573,31.65791,3.07692,36,64.28841,62.12765,13.49487,67.50943,52.30337,78.73134,72.52298,84.81319,46.98403,63.27683,47.93091,77.75821
2023-03-20,7.92331,10.53099,36.72746,10.09368,29.12998,4.63853,78.7942,56.98271,62.01859,52.59522,69.63571,81.00443,71.55856,69.02456,55.23233,56.53424,18.19484,49.25012,63.29811,58.37405,57.09353,85.95821,15.38461,54.31357,7.88461,49.6,62.18773,91.91489,15.21047,58.69699,53.3146,79.78855,82.02247,75.65906,43.65739,67.86723,52.87277,81.74882
2023-03-21,9.28835,11.74725,43.03477,10.35884,30.91662,5.47294,81.27186,58.15039,63.55688,48.88572,71.12024,76.69128,58.62536,61.18385,52.26474,52.99281,20.34383,46.44412,57.44154,54.08707,53.26428,86.27963,8.87573,52.21305,7.6923,69.19999,67.31642,87.80141,16.69614,65.50481,46.85393,78.949,73.0337,73.66973,40.41678,66.6902,51.16279,84.74178
2023-03-22,23.21786,20.14239,42.24096,19.35654,32.44432,9.77639,78.87193,61.13965,64.05489,56.51833,83.77298,71.935,55.41142,57.91431,57.46778,63.56413,24.06876,55.5878,61.46582,53.22079,54.2059,82.42265,22.78106,58.58964,13.07692,52.4,73.06964,83.54609,22.72727,67.7403,47.58426,70.67786,73.74872,76.71033,44.25963,74.15254,64.70588,86.03286
2023-03-23,48.54092,25.63037,43.53646,14.25667,33.09166,11.82409,65.92013,59.55161,63.65648,43.93734,63.13806,74.15066,59.16747,49.77918,43.57672,53.83276,27.50716,39.81615,50.82059,50.62194,50.87884,79.99196,48.22485,60.31507,35.38461,74.4,63.73959,86.09929,24.7966,67.31234,37.41573,78.3582,74.56588,72.86107,40.35943,62.05273,44.78454,77.75821
2023-03-24,15.56148,12.26638,37.05768,11.71115,27.15173,7.5513,50.47609,50.11676,51.78176,40.76183,61.31095,70.16248,51.55856,48.74099,39.55486,48.07415,21.63323,40.39671,47.47077,47.75655,42.18455,84.43149,29.58579,40.96024,9.23076,56,56.32096,79.00709,21.94906,61.60256,45.61797,68.1281,73.0337,64.56412,39.14539,56.37947,38.01299,76.46713
2023-03-25,11.92744,8.63245,40.52124,9.43079,26.59243,5.82335,41.58569,45.07239,46.40327,45.72445,53.30592,73.6189,58.02516,67.92438,43.50839,49.67082,13.75358,46.15384,48.58363,50.64415,39.13998,86.70148,56.80473,48.98724,11.92307,43.2,58.3838,58.29787,19.45525,67.52069,43.48314,67.13308,56.99693,73.54035,38.64831,49.10546,36.14911,67.01877
2023-03-26,10.01031,10.35301,44.32011,10.5091,28.67426,6.37086,53.7602,50.77066,53.50818,61.03951,60.169,81.89069,93.3785,79.23607,49.27762,58.32009,17.04871,44.12191,64.14118,63.08307,49.08976,99.6384,71.30177,59.11477,25.76923,37.6,70.51476,59.00709,21.77219,74.05259,57.92134,78.57587,61.6956,84.06922,43.35149,56.94444,44.75034,71.12676
2023-03-27,9.02748,9.86354,40.83369,11.52554,30.45054,5.5912,75.63155,51.47127,57.33731,53.74866,72.4449,85.73116,73.61084,59.797,50.81999,55.83806,23.20916,47.16981,59.17266,55.84184,55.49278,74.08597,57.10059,65.64141,20.38461,50.4,62.98258,88.93617,21.17085,64.14212,55.89887,76.6791,72.93156,75.48115,42.1279,70.00941,51.50478,77.58215
2023-03-28,8.23879,9.15158,36.0162,9.03305,26.65458,5.33715,77.52623,57.30966,60.5135,52.21075,62.41863,72.64401,64.58857,54.73773,46.9836,53.48467,22.6361,43.58974,55.8678,52.02132,50.50219,71.45439,39.94082,45.83645,5.38461,47.2,48.48599,80.85106,16.11248,65.31336,53.14606,77.2699,69.96935,74.67248,39.26966,67.27871,49.7606,82.27699
2023-03-29,6.6614,11.48027,36.82779,9.66059,26.69601,6.19346,73.26564,59.78514,65.80345,51.52723,62.64702,74.03249,59.61277,52.69233,52.0695,52.3496,24.3553,46.39574,54.65377,51.71035,53.51537,72.51908,46.4497,56.93923,7.88461,55.6,52.61165,81.41843,18.65935,63.37068,56.51685,76.21268,61.28702,70.61297,40.67488,71.91619,51.82968,80.34037
2023-03-30,7.20135,13.37881,36.35532,11.11896,27.41066,7.27316,65.74523,55.95516,64.43116,48.309,65.70743,70.78286,60.50338,55.98512,60.9918,52.22096,27.65042,42.23512,57.03687,51.24389,44.50721,76.93852,47.92899,39.00975,7.5,50.8,49.45117,71.6312,16.85532,64.72211,48.08988,72.85447,74.66802,65.64774,39.29834,60.19303,46.40902,80.92723
2023-03-31,6.41266,17.01275,42.04155,17.2176,29.35784,10.49035,79.77555,62.30733,96.44754,50.59451,87.29016,62.24519,63.11713,75.98202,100,78.56223,49.28366,49.49201,88.46672,63.6828,57.25047,75.21092,44.97041,50.78769,4.61538,45.2,52.32778,69.78723,19.75592,62.31769,59.10112,66.449,65.16853,59.63124,48.60911,77.00094,53.52257,71.53755
2023-04-01,6.4794,36.65084,51.51776,35.9908,34.11703,21.53916,70.08841,100,100,100,90.56754,70.22156,76.18586,94.14271,79.79304,89.73136,50.71633,100,91.13084,62.54997,51.91462,82.26195,45.26627,84.84621,3.26923,30,100,53.47517,38.87513,70.54451,94.1573,64.21019,49.74463,72.56994,100,100,100,61.91314
2023-04-02,8.91221,12.19222,60.52023,12.72759,39.00569,13.36589,80.00388,49.6964,85.12616,52.35315,88.71759,92.55539,100,100,49.75595,85.10026,41.97707,44.94436,96.3017,68.79164,68.0477,94.19445,49.40828,42.23555,4.80769,32.8,62.52838,56.17021,30.77467,77.97173,46.17977,75.27985,56.28192,82.19311,35.41726,63.86534,71.75102,72.35915
2023-04-03,14.43305,18.52566,63.25729,16.19232,45.64992,20.93909,99.60163,56.79588,88.67861,56.46849,89.91663,89.66026,84.84027,76.55535,47.99882,68.21036,41.40401,55.53942,75.80935,62.01688,74.82736,81.45841,67.75147,70.44261,13.46153,50,55.75321,84.96453,36.55818,71.68196,66.34831,72.94776,75.17875,70.40271,34.42309,83.87476,72.11012,79.22535
2023-04-04,35.46684,36.66567,63.8136,13.94732,38.88658,17.29922,90.58977,58.57076,79.18326,47.39765,75.35685,84.99261,72.60406,60.24637,44.20148,51.88043,33.23782,46.44412,71.56025,57.10795,63.37099,83.9092,66.8639,71.71792,23.07692,61.2,52.23315,89.3617,30.84541,74.03006,56.74157,86.06965,70.58222,73.08749,36.40187,77.9661,52.99247,78.34507
2023-04-05,100,96.8407,60.77425,11.70231,32.07664,11.41017,79.55693,55.11443,62.10712,45.63901,63.68619,76.51403,66.87318,37.88641,45.34361,50.05675,25.50143,45.76681,56.56474,49.44469,56.4344,76.09481,100,100,100,100,49.37547,85.8156,17.82808,71.65944,51.91011,92.75497,67.51787,75.20621,37.25265,65.8192,54.24076,87.79342
2023-04-06,46.13237,39.52832,49.79043,9.31589,28.33247,7.58853,67.96541,53.52638,56.6069,47.8818,62.97818,67.32644,62.71055,38.6302,42.72745,49.7692,23.4957,44.89598,53.30485,45.97956,49.37225,71.35395,42.8994,64.89122,31.15384,71.6,47.71006,86.38297,16.92607,66.17489,51.51685,85.47885,75.68947,68.88241,36.41143,64.50094,48.35841,90.25821
2023-04-07,18.37044,17.38356,42.71217,8.15803,25.36509,6.59205,49.95141,46.70714,49.56839,43.1043,47.07091,65.08124,54.38528,44.57271,39.15462,44.48732,18.48137,39.38074,46.98741,46.97912,43.00062,62.47488,21.89349,39.38484,13.07692,50.8,38.07721,72.34042,14.06084,63.51145,51.91011,73.22761,62.71705,62.84974,33.26641,47.48116,38.61149,79.22535
2023-04-08,11.19941,14.77306,43.78159,6.40799,24.25168,5.40505,39.60357,43.53106,49.28065,43.61694,47.01381,66.82422,71.17134,56.0471,38.10035,45.2743,15.61604,32.41412,50.86555,45.31319,37.44507,68.40096,13.90532,29.25731,5.76923,34,45.64723,60.42553,11.70852,64.66017,46.34831,64.52114,53.11542,73.33009,37.41516,43.29096,39.99658,67.60563
2023-04-09,11.75756,16.44912,50.02921,6.84108,26.50958,6.0971,56.63136,50.07006,54.05046,47.79636,56.41201,80.53175,94.28848,69.75284,42.6884,51.65342,14.89971,44.8476,61.94919,57.1968,50.78468,78.24427,12.42603,36.53413,7.11538,32.8,60.90083,60.14184,15.91793,72.68427,52.69662,78.07835,56.48621,76.9691,40.80871,56.35593,49.7435,80.10563
2023-04-10,15.57968,28.03322,49.779,8.29945,30.34697,7.32134,83.69121,56.42223,61.42098,51.43467,67.38609,86.23338,80.15488,58.35593,46.66146,52.61445,25.35816,52.20125,60.16187,59.66237,56.05775,71.29369,15.08875,33.00825,10.96153,57.19999,54.18243,81.84397,21.11779,66.52964,60,81.93407,73.54443,70.16011,43.31325,67.27871,61.20041,87.03051
2023-04-11,35.51537,43.93355,45.3019,9.3866,27.28638,6.85705,84.44908,59.41148,62.50553,51.24243,70.3323,75.95273,67.64762,45.05307,45.23623,53.3863,22.49283,75.71359,57.07059,61.26166,56.08913,67.35636,31.95266,40.88522,27.6923,63.2,49.79182,83.12056,21.93137,67.77408,55.89887,79.16666,77.32379,72.45673,42.52939,64.75988,62.2264,91.84272
2023-04-12,13.42595,19.77158,44.42553,10.22626,27.89228,6.99064,83.12767,53.6198,64.45329,48.72196,54.2309,79.52732,62.55566,46.1455,43.60601,50.7832,25.07163,48.71794,56.53102,56.64149,50.4708,69.76697,20.71005,33.68342,10,64.8,46.99091,82.69503,19.95047,64.15338,51.96629,80.75248,75.79162,72.10092,40.21604,66.29001,54.41176,91.72535
2023-04-13,12.26111,18.83714,41.86628,14.71628,26.42672,6.13652,66.78973,49.64969,64.03275,46.57885,45.73484,81.65435,60.75508,45.9673,45.56813,53.3409,22.2063,46.68601,48.67356,60.57307,48.05398,65.16673,19.23076,50.93773,15.1923,48,44.77668,91.20567,15.10435,64.29979,53.98876,81.40547,75.0766,70.07924,39.94837,58.99246,50.23939,83.39201
2023-04-14,18.74658,19.93473,41.98186,13.77938,26.89798,6.25917,48.37252,49.78981,55.05754,41.98647,37.29587,69.21713,58.52855,44.82063,38.52987,47.34014,24.7851,39.09046,41.32194,55.08662,39.73634,65.66894,21.30177,35.85896,20.1923,54,40.74564,73.61702,18.8539,64.80094,46.23595,78.51368,71.91011,64.41856,42.80661,60.40489,38.26949,77.11267
2023-04-15,22.75071,27.21744,59.19043,8.35248,24.33454,6.19784,39.64244,43.62447,51.92563,41.23887,33.33333,68.53766,66.06001,46.79631,36.8606,48.8006,21.48997,42.33188,53.84442,47.1346,43.72253,72.67979,28.1065,39.08477,18.84615,42.4,43.5087,55.1773,19.22532,68.94532,44.94382,74.00497,59.55056,75.48115,43.59047,53.29566,38.66279,74.00234
2023-04-16,17.1692,20.09789,61.04732,8.27293,25.91921,7.18337,53.03148,52.73236,56.7729,44.98398,41.89791,90.60561,84.10454,59.02998,48.11597,56.5418,23.78223,49.54039,57.55395,54.08707,53.64092,78.26436,18.93491,44.48612,7.6923,36.8,56.94549,58.86524,17.52741,72.61107,50.50561,76.89676,65.06639,81.4653,46.70681,57.60357,51.36798,76.64319
2023-04-17,16.19244,23.6725,52.73452,11.11012,30.18125,8.46017,74.19354,56.28211,62.31739,48.47276,57.94221,85.61299,71.71345,51.11954,45.18742,54.52137,32.37822,47.02467,54.90107,53.68725,53.13873,66.4323,20.11834,38.70967,12.11538,60.4,53.38758,92.48226,18.76547,65.38656,57.41573,80.00621,72.21654,72.73168,46.55386,62.45291,58.01983,82.33568
2023-04-18,47.17587,35.2566,49.04742,10.16439,26.92387,8.51711,74.45102,56.2354,61.74192,50.63723,62.25876,79.67503,68.13165,44.59595,41.69269,54.14301,35.53008,47.21819,54.42895,46.62372,52.19711,67.91884,36.39053,46.21155,34.23076,59.2,49.98107,84.25531,21.24159,65.58927,57.97752,82.86691,84.78038,70.64531,45.68396,58.8983,55.93365,87.0892
2023-04-19,17.16313,17.69504,50.77476,18.76436,39.72553,16.78894,66.39623,55.02101,58.75387,48.64364,63.12664,79.61595,57.19264,48.40009,43.85982,49.39841,37.10601,49.2985,50.61825,49.35584,50.75329,67.93893,21.89349,43.43585,11.73076,58.8,50.24602,77.30496,30.31482,69.46337,46.23595,70.86442,70.88866,67.50768,40.52193,55.67325,53.18057,84.33098
2023-04-20,17.09033,18.18451,52.25061,25.23422,43.28327,25.94555,59.2839,57.58991,56.6401,46.94197,55.45278,72.43722,55.0242,48.60928,43.2253,43.29171,37.24928,46.54088,50.88803,46.37938,45.91964,63.92125,25.14792,37.28432,10.96153,53.6,47.50189,78.29787,31.18146,69.03541,44.88764,75.77736,70.9908,65.66391,40.68444,54.28436,53.21477,77.28873
2023-04-21,9.09421,12.69652,43.6368,18.65829,35.8001,43.62147,45.71511,48.90238,52.65604,43.60982,43.7136,67.35598,54.73378,47.57883,37.32916,41.33938,37.53581,45.81519,44.57059,40.91514,38.8575,60.18481,13.60946,33.83345,10.57692,54.8,41.63512,73.19148,25.09727,65.29646,39.04494,66.63557,65.16853,65.90651,36.61217,49.2467,40.16757,72.41784
2023-04-22,8.28732,11.37644,49.43099,15.01679,30.32625,40.74593,36.20773,45.25922,48.84904,41.30295,52.26675,69.45347,62.55566,57.87557,44.221,43.1782,20.34383,39.2356,48.21267,44.29142,38.3553,66.11088,10.05917,29.6324,4.03846,40.4,44.00075,61.13475,21.48921,69.49152,39.32584,65.92039,48.72318,71.77745,37.51075,38.67702,40.85157,66.72535
2023-04-23,9.15488,12.88935,57.24591,16.11278,31.3102,27.86404,50.03886,47.0808,54.45993,49.21324,60.53442,81.24076,83.81413,67.48276,54.72471,50.33673,31.23209,42.62215,57.63264,52.93203,47.86566,75.95419,9.46745,35.70892,4.03846,30.4,59.70855,56.4539,26.74212,78.14629,41.23595,69.8383,55.26046,78.18211,41.60214,47.52824,52.25718,72.76995
2023-04-24,12.12764,18.55532,54.1456,16.63425,36.7219,26.95078,71.08433,55.16113,57.75785,48.87148,70.17243,79.26144,73.55275,56.23305,52.33307,48.63412,36.96275,51.33043,58.16097,51.68813,48.87005,66.97468,14.49704,30.98274,9.61538,51.2,54.76911,82.69503,25.57481,69.36764,51.12359,71.5796,70.88866,71.59954,40.86607,56.9209,58.05403,79.92957
2023-04-25,41.52763,37.06615,47.25023,12.81598,31.78663,12.11756,71.14263,57.87015,54.96901,50.07475,70.44649,68.92171,65.94385,43.32532,47.81335,49.19409,36.96275,49.15336,56.7446,45.55752,51.03578,65.18682,35.2071,35.85896,31.73076,53.6,56.68054,83.12056,21.24159,65.46539,59.94382,77.58084,69.05005,69.12502,42.27129,60.54613,59.59302,83.62676
2023-04-26,16.64745,23.90981,42.90014,12.09121,27.90264,8.89161,63.22386,53.19943,52.34617,47.51868,67.91138,69.1285,58.9545,46.55613,50.37094,47.832,24.64183,44.6057,51.79856,46.86805,49.27809,61.85214,20.11834,33.2333,10,51.6,48.59954,78.58156,16.78457,62.66118,56.46067,71.70398,60.98059,66.94161,40.23515,57.60357,56.29274,81.10328
2023-04-27,11.73936,27.70691,42.36797,11.1278,27.04816,8.61128,53.83307,51.61139,52.12483,43.00462,61.26527,66.322,63.3301,47.14496,44.23076,42.43662,26.93409,40.6386,48.48246,43.60284,42.59259,62.69586,19.52662,31.05776,8.65384,54.8,47.50189,84.11347,17.1383,60.81423,47.64044,66.79104,63.63636,63.36729,40.29251,52.66007,51.09439,73.70892
2023-04-28,11.67263,26.283,40.12243,11.08361,25.03883,7.91485,40.70637,47.17421,46.70208,39.08864,60.14616,62.27474,53.61084,47.1682,41.75126,40.17404,24.92836,33.38171,46.03192,38.6717,37.53923,57.955,12.42603,26.0315,9.61538,33.2,41.42694,69.92907,16.37778,61.16898,38.3146,64.27238,58.12053,59.5342,36.54526,45.83333,44.85294,69.19014
2023-04-29,25.681,40.07712,46.88825,8.51157,27.01191,7.20527,36.59638,44.93227,40.44931,37.94232,52.39237,63.75184,60.56147,42.00046,44.426,44.39651,20.77363,35.70391,49.83138,41.80364,36.84871,68.56167,26.0355,40.73518,25.38461,42.4,44.13323,55.60283,17.65122,66.65915,46.34831,68.1281,54.74974,74.89891,40.25427,48.23446,46.75102,66.25586
2023-04-30,13.02554,21.67012,55.15533,10.61516,26.59243,8.38352,41.9209,42.03643,44.06817,41.40975,57.51969,74.29837,83.56243,61.67196,51.01522,45.08513,21.3467,42.62215,55.54181,46.06841,50.7219,84.33105,10.94674,38.25956,6.53846,30.8,55.35579,57.30496,16.7492,66.52401,46.17977,68.1281,54.64759,74.721,39.15495,49.17608,56.00205,69.24882
2023-05-01,13.22574,33.43221,64.84111,13.23139,32.8638,10.88237,62.20851,54.22699,50.74147,47.42613,68.17403,82.12703,91.26815,68.05609,55.07614,48.32387,34.95702,58.49056,63.10701,49.1115,56.46578,70.32944,15.97633,39.6099,7.5,37.6,60.71158,63.40425,23.6116,67.08711,45.50561,74.44029,67.51787,78.05272,40.07265,59.43973,67.28796,82.45305
2023-05-02,14.79099,68.34767,58.58079,15.13169,34.23096,11.66641,69.07792,55.48808,56.55157,47.93164,66.83795,79.94091,73.16553,57.47268,52.53807,45.33484,38.96848,49.34687,77.56294,47.97867,57.84682,58.77862,24.26035,39.6099,16.53846,66.4,52.46025,78.43971,27.21966,65.00929,45.95505,71.11318,65.67926,73.47565,40.42634,64.75988,67.92065,90.3169
2023-05-03,16.75059,66.67161,56.52704,18.3843,37.70067,15.36979,61.65468,57.49649,55.94289,48.64364,62.73838,75.5096,60.77444,51.73936,50.18547,42.94362,42.83667,43.92839,71.71762,43.24744,50.84745,60.26516,16.56804,46.13653,22.5,58,45.64723,91.6312,31.659,67.86981,40.89887,69.68283,70.48008,72.97428,38.41888,56.89736,59.88372,87.5
2023-05-04,25.03185,63.63097,54.60411,21.42478,39.06784,21.50412,44.51515,57.44978,47.9637,42.79102,56.62898,62.5997,55.56631,47.85,40.35532,40.65834,41.83381,56.16835,62.88219,38.53842,43.78531,54.319,15.97633,42.98574,29.61538,76.4,39.68584,87.65957,38.07923,64.16464,33.70786,60.01243,63.02349,62.9953,34.94885,45.38606,52.75307,72.71126
2023-05-05,39.6105,95.98042,78.21652,26.15343,43.55774,26.47992,37.36883,56.00186,45.73926,43.6383,53.99109,60.9158,64.35624,45.39397,45.85122,48.08172,34.52722,38.65505,68.40152,44.78009,48.17953,64.28284,39.64497,75.54388,53.84615,76.4,42.42997,61.27659,33.69296,73.2361,35.56179,69.8694,58.22267,82.82387,36.44011,47.48116,52.56497,74.11971
2023-05-06,40.94521,100,67.33685,17.92469,34.39668,19.03155,37.45141,59.45819,40.71491,40.43431,51.87849,60.02954,88.59632,39.73812,50.10737,45.98562,29.79942,42.38026,78.04631,47.11239,50.43942,60.84773,52.36686,84.24606,54.80769,98.8,42.99772,59.29078,31.9243,71.45109,38.93258,71.20646,63.43207,87.59501,38.98288,47.97551,56.05335,77.28873
2023-05-07,26.01468,53.97508,65.77336,17.96888,30.46607,13.94187,49.57248,58.57076,51.46082,44.12246,64.77104,71.81683,86.50532,47.78802,52.4014,51.89557,30.80229,52.29801,67.97437,50.66637,57.09353,64.78505,28.40236,72.39309,29.80769,46.4,57.79712,60.14184,33.62221,70.4882,50.16853,69.3097,57.6098,89.64903,41.11461,53.79001,61.8502,80.98591
2023-05-08,17.33907,34.30732,69.17976,18.73784,37.26048,15.06099,67.88282,64.92293,56.14209,49.61908,73.87233,78.25701,82.76863,47.26117,54.69543,46.53802,43.83954,52.10449,84.98201,44.09151,65.37978,58.19606,29.28994,57.6144,23.26923,72.4,47.76684,90.92198,36.0099,62.86389,45.61797,65.39179,77.52808,78.89374,39.29834,57.72128,64.12448,90.19953
2023-05-09,13.34101,29.29397,64.07905,20.65582,38.45675,15.35446,72.96443,61.4666,60.28109,49.88252,70.78908,78.28655,68.96418,49.34531,48.63334,46.60612,50.28653,48.62119,72.66187,47.29009,67.38857,66.27159,23.37278,57.53938,18.26923,72.8,48.99697,95.03546,36.61124,67.12652,47.52808,71.17537,82.02247,77.92333,39.58512,56.14406,60.65321,89.43661
